OBSRVTN_NB,DATETIME_DTM,PNT_NM,QUALIFIER_TXT,PNT_ATRISKNOTES_TX,PNT_ATRISKFOLWUPNTS_TX
177508,9/13/2021 9:00,Opportunities To be More Effective,Attention and Focus to Work Activity,"Supervisors know what they is required while working in the service center. However, they were not enforcing the protocols or using them for themselves.",
3122,1/8/2019 9:30,Housekeeping in order (Forestry),"Trash, tools, equipment secured on vehicle","3 manual crews working together so unable to determine whos, but small amount of trash left at street near trucks ( new climbing line bindings and other debris from newly opened equip. ) Addressed with all crews by GF immediately.",
46583,6/15/2020 9:44,Correct work area traffic control,"Appropriate signs out, Cones compliant","The crew was parked off the road, but within 10' of the shoulder of the road. They needed to place out utility signs in both directions, and needed to place cones along the work area. These concerns were discussed and corrected.",
320071,2/7/2023 8:00,Communication,~Other - Communication,The P & C Technician perfroming the verbal communication needs to speak a little louder so all team members can hear the conversation with the dispatcher.,
139409,10/8/2019 10:31,Correct PIPE,Other - IPE,"Line was grounded so PIPE was not required at time, but sleeves in bin only had one strap. This has been an item we have been seeing often. Discussed the need for second strap and wearing the sleeves properly.",
412161,11/13/2023 9:50,Vehicle Operating Condition,"Licenses and vehicle registration, Other - Vehicle Operating Condition","Boom inspection was one day away from expiring, so they were sent home until they could provide the proper paperwork",
473664,6/25/2024 8:01,Equipment Operations,Designated Spotter as needed (maintaining adequate clearance),Spotter was distracted while performing his duties. Stopped work and had a discussion with the spotter and got it corrected.,Recommended for the spotter to be fully engaged in his duties and keep an open line of communication with the operator.
225228,3/23/2022 14:30,Lifting,"Employee lifting heavy or awkward loads alone without the use of assistance, Lift Weight awareness",Employee manually moves the rolled insulation and rubber gasket material from the pallet jack onto the rack located against the wall by pulling and pushing the material and lifting it up to the rack. These rolls can weigh up to 100 pounds. The corrective actions identified to mitigate overexertion hazards for this task were 1. Require the use of 2 people for lifting this material. 2. Order the materials so the weight is 50 pounds or less. 3. Only place the material up to the 3 rack position which is at chest level. 4. Research the purchase of a mechanical assist lifting device to get the material into position to transfer over to the storage rack.,
464524,5/22/2024 14:30,Personal Safety (Forestry),"Hazard recognition, Line of fire, Other - Personal Safety, Posture and positioning",RC - [NAME] employee was cutting brush with chainsaw. While cutting brush he was left - handed and using the saw opposite of manufacture spec. Job was stopped and crew member was coached on the correct way to hold the chainsaw.,
119517,7/7/2021 15:05,Tree Felling - Policies,Does the crew know and understand the felling policy?,[NAME] was finished making his notch and the crew noticed the notch was incorrect / bad angle. His crew members stopped the feller to tell him to straighten up the notch. At that point the feller shrugged his shoulders and continued with his back cut.,
428975,1/17/2024 15:28,Housekeeping.,"Rebar caps in place as needed., Work area free of impalement or laceration hazards",Rebar caps needed for hole cover rebar stakes located just outside of control house. Improvement made.,
276611,8/25/2022 13:15,Personal Safety,Line of fire,Flagger sitting underneath line phases being prepared to move. Asked flagger to move and explained hazard.,
454346,4/15/2024 12:45,"Did you recognize additional sprain or strain hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes. 1","Body mechanics, Hazard recognition",Employee was observed raising his leg to step on brush while saw was still running. [NAME] coached employee on making sure he maintained good body mechanics and set chain brake before taking two steps or putting legs in a line - of - fire situation.,
159126,5/10/2019 10:30,Equipment used properly within load and operating tolerances,Proper rigging,"This backyard machine had a pin - on bucket. After completion of the job and getting the machine prepared to move it out of the backyard, they used the winch line to wrap around the connection of the bucket. I as well as their safety rep asked them to use a strap to keep from damaging the winch line. We had a conversation around this practice and the issues we had each seen in the past with this practice.",
320629,2/13/2023 12:57,Open holes properly covered,"Covers capable of supporting 2 times the intended load, Labeled """"hole"""", Other - Open holes properly covered","The crew has potholes in the front yard of a property owner in the ROW. The crew is looking for water, electrical and sewer / septic lines. [NAME] were found. The open holes were left not barricaded, uncovered and unattended. We discussed securing the holes to avoid someone potentially stepping off in one.",
76734,2/2/2021 11:00,Housekeeping in order,"Trash, tools, equipment secured on vehicle","Bag used to protect Live Line Tools was lying on the ground where it could be walked on. I advised the employee to properly store the bag, as it is used to protect the tool that protects him. It was picked up and folded and lain under the back of the truck on the ground.",
442391,3/4/2024 11:21,Correct work area traffic control,Other - Work Area Protection,[NAME] traffic area on customer site. No way to mitigate the risks associated with this condition. Potential fixed object intrusion or damage to vehicle due to customer traffic.,
230887,4/19/2022 8:35,Personal Safety (Forestry),"Hazard recognition, Line of fire",* Employee observed cutting above his shoulders which creates a line of fire hazard if a kickback event would occur.,
358041,5/30/2023 8:57,Fall Protection (LSR),"Employees used an appropriate fall protection device, Other (LSR)",A worker was working from a scaffold that had a I - beam acting as the top rail of the scaffold and the employee was climbing out on the i - beam and reaching out exposting himself to a fall hazard.,We stopped the job and had them modify the scaffold and put in guard railing
144130,12/17/2019 7:30,Barricades around truck when required,Other - Barricades,Discussed extending buffer for truck barricade due to icy road conditions and possibility of failure to control by public or difference in stopping distance.,
197006,12/7/2021 23:09,Ergonomics - Generation,Bend at the knees not back,Coached employees on ergonomics when entering scaffold in tight spaces. Hot pipes in close proximity,
380962,8/9/2023 8:45,PPE,Work gloves adequate,one employee observed with no gloves while pulling cut brush away from pole location. Was given a pair of gloves by his foreman.,
